,title,image,url,area,total_price,num_rooms,Miete,Nebenkosten,Sonstige Kosten,Kaution,address,from_date,to_date,online_since,facts,Wohnung,Lage,Sonstiges,Ablösevereinbarung
20,ruhige helle Dachgeschoss 2-Zimmer-Wohnung zur Zwischenmiete (Juli) mit Terrasse,https://img.wg-gesucht.de/media/up/2020/22/5c583798238c14f851495eddf0dc37dca33714c397c21a77f174a305c01f1af0_10ec55ef_cc0b_49ec_b9e3_da889b5971b9.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Friedenau.8029706.html,60.0,840.0,2.0,540.0,300.0,n.a.,500.0,"Peschkestr. 6, 12161 Berlin Friedenau",01.07.2020,31.07.2020,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Baujahr 1905', 'sanierter Altbau', 'Dachgeschoss', 'möbliert', 'Eigene Küche', 'Badewanne', 'Kabel', 'Parkett, Fliesen', 'Ökostrom', 'Zentralheizung', 'Bewohnerparken', '3 Minuten zu Fuß entfernt', 'Waschmaschine, Terrasse']","*ZWISCHEMIETE FÜR JULI* 
 
Die Wohnung liegt im Dachgeschoss, ist vor wenigen Jahren komplett saniert worden mit Parkettboden, neuem Bad (mit Badewanne und Waschmaschine) und kleiner Einbauküche. Hervorzuheben ist die Terrasse (ca. 4 m2), die im Sommer die Wohnqualität enorm erhöht. Die Zimmer sind möbliert: ein Schlaf- und Arbeitszimmer mit 140cm-Bett, Kleiderschrank und Schreibtisch; ein Wohn- und Esszimmer mit Sofa, Bücherregalen und Esstisch mit Blick auf die Terrasse. Die kleine Küche ist gut ausgestattet: Kühlschrank, Elektroherd mit Ofen, Einbauschränke, Geschirr etc. 
 
Von allen Zimmern aus hat man einen Weitblick über die Stadt. Dank der Nordausrichtung aller Wohnräume (nur die Küche geht nach Süden) sind die Temperaturen im Sommer erträglich. 
 
Zur Lage: S1 (Feuerbachstraße) und U9 (Walther-Schreiber-Platz) je nur 3 Gehminuten entfernt; super Einkaufsmöglichkeiten (Schloßstraße). 
 
Es gibt keinen Fahrstuhl im Haus. Die Nachbarn sind locker und hilfsbereit, die Wohngegend bürgerlich. 
 
In der Gesamtmiete von 840 Euro sind sämtliche Nebenkosten (Pauschale) sowie eine DSL-Flatrate enthalten. 
 
Ein Händchen für Pflanzen ist von Vorteil. Rauchen nur auf der Terrasse, Haustiere sind nicht gestattet.",,,
21,"3 Zimmer-Altbauwohnung,  2 Balkone im Grünen",https://img.wg-gesucht.de/media/up/2019/37/f23bc41edab8a61b517e1d21aa35d49fe05f255ee7d1d6c642e3c92239651d78_IMG_1776.sized.JPG,https://www.wg-gesucht.de/wohnungen-in-Berlin-MITTE.7594536.html,90.0,1500.0,3.0,1200.0,300.0,n.a.,,"Nordufer, 13353 Berlin MITTE",01.07.2020,01.07.2021,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Bedarfsausweis, Baujahr 1895', 'Altbau', '3. OG', 'möbliert, teilmöbliert', 'Dusche', 'Parkett, Dielen', 'Ökostrom', 'Bewohnerparken', '4 Minuten zu Fuß entfernt', 'Waschmaschine, Balkon']","BITTE BEACHTEN ! 
 
NUR Eine Person bzw.ruhiges Paar, - keine Familie, keine WG. 
Helle, ruhige und großzügige  
3-Zimmer Altbauwohnung in seltener 
Grünlage am Spreeufer  
in Berlin- Mitte. 
 
Dritte Étage mit  
zwei Balkonen/ Loggia  
in Südwest-Ausrichtung. 
Morgensonne in Bad und Küche, 
 
Hohe Decken,, Eichentafel-Parkett,  Dielen, schöner Stuck. 
Großzügige lichte Altbauzimmer mit Erker am Park und an der Spree, 
Weitblick auf Bäume und Wasser, Parkartige Lage am Flussufer. 
 
Keine Email, bitte anrufen für Détails. 
NICHTRAUCHER.",,,
22,Furnished Apartment with High Speed Internet.,https://img.wg-gesucht.de/media/up/2020/17/25666e313c2cd459aba55397d0c765d77b4b8b8606fc8519ef0493a3cf4b8d9e_105_4.sized.jpeg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Charlottenburg.7762381.html,40.0,900.0,2.0,900.0,0.0,0.0,900.0,"Spandauerdamm 101, 14059 Berlin Charlottenburg",09.06.2020,01.03.2022,2 Stunden,"['Altbau', '1. OG', 'möbliert', 'Dusche', 'Parkett, Dielen', 'Ökostrom', 'schlechte Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Fahrradkeller']","Furnished 2 room apartment  now available. 
 
Anmeldung / Registration possible. 
 
Rent Apartment: 900€ (all cost included) 
 
Deposit: 1 month rent required 
 
This  40 m²  apartment  is located in a newly renovated apartment in a traditional Berlin Altbau, with 3.5 meter high ceilings (12 feet) and large windows which makes the rooms feel much more spacious than thier actual size, as well as well as letting in a lot of natural light. There is a living room and a bedroom. The kitchen is brand new (see pictures) and there is a washing machine in the apartment. 
 
The apartment is located in the side building in the courtyard. There is no noise from the main street.  
 
Perfect for Students or people who work. Ideal for couples.  
 
If friends want to share the apartment, please note that there is not so much privacy as there are not 2 separate rooms, you have to walk through the living room to reach the bedroom. See pictures. 
 
Great connection to public transportation, only 2 min from the Westend S-Bahn station. There are several supermarkets (Lidel, Rewe,Netto and Edeka) less than a 10 minute walk from the building, as is the beautiful park that surrounds Schloss Charlottenburg. 
 
Please contact us through WG-Gesucht. 
 
Please do not call. 
 
Best regards 
 
Alex  & Jan","The apartment is located 2 minutes from the Westend S-Bahn station and one stop from the convention centre a five minute drive from the Airport with quick public transportation connection to TU, UDK and several other universities. The city centre is also only a quick trip away, so you can live economically, yet still be close to everything.","There are several supermarkets (Lidel, Rewe,Netto and Edeka) are less than a 10 minute walk from the building, as is the beautiful park that surrounds Schloss Charlottenburg. The building has also just had its internet networgupgraded, and tenants now will have access to high speed internet which makes it possible to comfortably work from home if if that becomes necessary..",0.0
23,"W67 WE35 Schöne möblierte 2,5-Zimmer-Wohnung mit Balkon",https://img.wg-gesucht.de/media/up/2020/20/4b24bad1ae7216fe5e1bfe2d8f12cc73fed0929e9b92ea26d0f5f94f37221e19_1040.035___01_Living_Room.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Prenzlauer-Berg.7996090.html,66.0,1125.0,3.0,1125.0,0.0,0.0,2250.0,"Wisbyer Str. 67, 10439 Berlin Prenzlauer Berg",09.06.2020,,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Verbrauchsausweis, V: 137kW h/(m&sup2a), Gas, Baujahr 1929, Energieeffizienzklasse E', 'WG geeignet', 'sanierter Altbau', '4. OG', 'möbliert', 'Eigene Küche', 'Badewanne', 'Dielen, Fliesen', 'Zentralheizung', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Balkon']","Die helle 2.5-Zimmer Wohnung liegt in der 4. Etage eines sanierten Altbaus. Sie hat zwei Schlafzimmer möbliert mit Queensize-Bett und Kleiderschrank und eignet sich daher für eine 2er-WG. Das Wohnzimmer lädt mit einem gemütlichen Sofa zu gemeinsamen Abenden ein. Die Küche verfügt über eine Einbauküche und einen kleinen Essbereich. Das Tageslichtbad hat eine Badewanne. Die Wohnung hat einen Balkon und Dielenfußboden. 
 
The 2-bedroom apartment is located on the 4th floor of the building. It has 2 bedrooms, each furnished with bed and wardrobe, suitable for 2 friends sharing. The living room is equipped with a lounge. The kitchen has build in cupboards and a dining area. The daylight bathroom has a bath tub. The apartment has a balcony and original hardwood flooring.","Das Objekt liegt in der Wisbyer Straße, die den Stadtteil Pankow mit Prenzlauer Berg verbindet. Prenzlauer Berg ist einer von Berlins beliebtesten Stadtteilen und auch einer der hübschesten. Er ist noch relativ zentral, jedoch ruhiger als Mitte. Unzählige Bars, Restaurants, Cafés, Galerien und kleine Geschäfte schaffen eine einzigartige Atmosphäre. Von der Wohnung aus erreichen in Sie in wenigen Minuten die Tram und die U-Bahn, die Sie in ca 10 Minuten zum Alexanderplatz bringt. 
 
The property is situated in Wisbyer Straße, which connects Pankow and Prenzlauer Berg. Prenzlauer Berg is one of the most popular districts in Berlin and one of Berlin's prettiest neighbourhoods. It is still central, yet quieter than Berlin Mitte. Countless pubs, restaurants, cafés, galleries and little shops create a day and nightlife atmosphere unique from the rest of Berlin. Tram and U-Bahn are within walking distance from the apartment and will take you to Alexanderplatz in approx 10 minutes.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/S8SZnP00Z1U 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin wird hier veröffentlicht, wenn wir einen anbieten können. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/S8SZnP00Z1U 
 
The apartment must be viewed before applying. The next viewing appointment will be published here if we can offer one. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
24,"All-inclusive, brand new and fully-furnished studio in Ostkreuz",https://img.wg-gesucht.de/media/up/2018/39/b4ebd1b21239a363dcb04cf2000ea7787377326498e2922ba784ec78a665a664_kaletta_projects_no_ldnerplatz__10_von_40_.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Friedrichshain.6945310.html,24.0,900.0,1.0,900.0,0.0,0.0,900.0,"Archibaldweg 12, 10317 Berlin Friedrichshain",10.06.2020,,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Baujahr 1111', 'Barrierefrei', '2. OG', 'möbliert', 'Eigene Küche', 'Eigenes Bad, Dusche', 'Laminat', 'Zentralheizung', '1 Minute zu Fuß entfernt', 'Waschmaschine, Fahrradkeller, Aufzug']","Newly renovated studio apartment in Ostkreuz. The flat has all that you need to live, work and study here. From appliances to linen and towels, internet and more. 
 
The apartment is designed in a modern style with spacious rooms and a modern kitchen. All costs are included in the rent, including bills, internet, weekly cleaning and more! 
 
All details below. Let me know if you have any questions :) 
 
🏠 Home Description: 
1 Room, 1 Bathroom, 1 Kitchen 
✔️ Fully-furnished flat, brand new  
✔️ High speed WiFi 
✔️ All bills included 
✔️ Kitchen fully equipped 
✔️ Weekly cleaning included 
 
🛏 Room description: 
✔️ Double bed 
✔️ Desk with chair 
✔️ Wardrobe 
✔️ Mirror 
✔️ Laundry basket 
✔️ Electrical appliances 
✔️ Bedlinen and towels","📍Location 
Berlin - Ostkreuz. The area is a very vibrant part of Berlin close to some lively bars, delicious restaurants and relaxing cafés. Less than 6 minutes walk to the nearest supermarket. 
 
🚇 Metro 
Only 1 minute walk from the S-/U-Bahn station Nöldnerplatz (S5, S7), which go straight into the city center (Friedrichstraße, Alexanderplatz, Hauptbahnhof) making it easy to get to any other vibrant area in Berlin within 20-25 minutes.","⚠️ IMPORTANT INFORMATION ⚠️ 
✔️ Anmeldung is possible 
✔️ Minimum stay 3 months  
✔️ 1 month deposit 
✔️ Looking for young professionals and/or students between 20-35 years old 
✔️ Easy move-in and -out process 
 
⛔️ NOT ACCEPTED ⛔️ 
❌ Families with kids 
❌ Pets 
❌ Smoking only outside the building",0.0
25,"große 1,5 Zimmer Wohnung",https://img.wg-gesucht.de/media/up/2020/23/18da1d96d0969ca7e7ea9a84604934fb193d05083a20d9cd1f7c0b9ee5ace75a_Badzimmer_2.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Wilmersdorf.8041427.html,45.0,587.0,1.0,587.0,0.0,0.0,0.0,"Gasteinerstr., 10717 Berlin Wilmersdorf",01.07.2020,,2 Stunden,"['Altbau', '3. OG', 'Dusche', 'Parkett', 'Waschmaschine']","SUCHE NACH NACHMIETER ODER NACHMIETERIN 
in der Nähe von U Blissestr. 
ruhige Lage 
1,5 Zimmer 
nur für eine Person geeignet 
ab 01.07 frei 
Abstandzahlung: 500 Euro, für Einbauküche, Waschmaschine und Parkett 
Bitte bei Anfragen kurze Selbstauskunft schreiben.",,,500.0
26,Renovated flat in the heart of neukolln from 2 to 5 weeks.,https://img.wg-gesucht.de/media/up/2020/23/b806cec7dfee90239dbb6412279197e7fee78bc62918792e2aec965dae899a36_101963258_10221584599395528_620025133867728896_n.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Neukolln.8040195.html,58.0,990.0,2.0,850.0,140.0,n.a.,590.0,"KARL MARX STRASSE, 12043 Berlin Neukolln",15.06.2020,15.07.2020,2 Stunden,"['sanierter Altbau', '1. OG', 'möbliert', 'Eigene Küche', 'Dusche', 'Teppich, Parkett', 'gute Parkmöglichkeiten', '1 Minute zu Fuß entfernt', 'Waschmaschine']","Hello, 
 
We are renting our renovated flat in the heart of Neukolln while we are away from the city. Fully furnished, It has everything you might need and is perfectly suited for couples. 2 rooms, 58sq meters, washing machine, beamer, 1 minute from metro Rathaus Neukolln, cool bars and nice food just at the corner. 
 
3 possible lengths of stay: 
 
June 15th to July 1st 
June 15th to July 15th 
June 15th to July 22nd 
 
If you are interested please write us a bit about yourself and let's discuss the details. 
Price for 4 weeks is 990 euros (850 rent + 140 utilities) 
 
Regards. 
 
//// 
 
Hallo, 
 
Wir vermieten unsere renovierte Wohnung im Herzen von Neukolln, während wir nicht in der Stadt sind. Es hat alles, was Sie brauchen könnten und ist perfekt für Paare geeignet. 2 Zimmer, 58 qm, Waschmaschine, Beamer, 1 Minute von der U-Bahn Rathaus Neukolln entfernt, coole Bars und gutes Essen gleich an der Ecke. 
 
3 mögliche Aufenthaltsdauern: 
 
15. Juni bis 1. Juli 
15. Juni bis 15. Juli 
15. Juni bis 22. Juli 
 
Wenn Sie interessiert sind, schreiben Sie uns bitte ein wenig über sich und lassen Sie uns die Details besprechen. 
Preis für 4 Wochen beträgt 990 Euro (850 Miete + 140 Nebenkosten)",,,
27,Ka3 WE08 Schöne 4-Zimmer-Altbauwohnung in der Kastanienallee,https://img.wg-gesucht.de/media/up/2020/20/751efed8cacafe101e075ad2150c8409bd630bb68159296bf5dcf05afb23f601_1010.008___01_Living_Room.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Prenzlauer-Berg.7996025.html,116.0,1800.0,4.0,1800.0,0.0,0.0,3600.0,"Kastanienallee 3, 10435 Berlin Prenzlauer Berg",09.06.2020,,2 Stunden,"['WG geeignet', 'sanierter Altbau', '3. OG', 'möbliert', 'Eigene Küche', 'Badewanne', 'Parkett, Fliesen', 'Zentralheizung', '5 Minuten zu Fuß entfernt', 'Waschmaschine']","Die helle 4-Zimmer-Altbauwohnung befindet sich im 3. OG im Vorderhaus. Sie bietet einen schönen Parkettfußboden, hohe Decken, Stuck und eine moderne Möblierung. Jedes der 3 geräumigen Schlafzimmer ist mit einem Doppelbett und Kleiderschrank ausgestattet. Das zentrale Wohnzimmer (Durchgangszimmer) ist mit einer gemütlichen Sitzecke ausgestattet. Küche mit Einbauschränke und Essbereich. Tageslichtbad mit Wanne. Auch ein Abstellraum ist vorhanden. 
 
The well-lit apartment is located on the 3rd floor in the front building. It benefits from hardwood flooring, high ceilings, stucco decoration and contemporary furniture. Each of the 3 bedrooms has a queen-size bed and a wardrobe. The central living room is euipped with a lounge. Kitchen with fitted cupboards and dining area. Daylight bathroom with tub. The apartment also has a storage room.","In der Kastanienallee finden Sie eine Vielzahl kleiner Geschäfte, Cafés und Restaurants. Auch die Schönhauser Allee ist nur einen Steinwurf entfernt. Sehr gute ÖPNV-Anbindung: Die Haltestelle Eberswalder Straße ist direkt vor der Haustür (U-Bahn Linie U2 sowie Straßenbahn Linien M1 und 12). 
 
Kastanienallee offers many small shops, cafés and restaurants. Schönhauser Allee is only a stone's throw away. Excellent public transportation links: Eberswalder Straße station is right in front of the building (subway train line U2 as well as tram lines M1 and 12).","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/F145M3lmFzE 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 04.06.2020 um 15:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/F145M3lmFzE 
 
The apartment must be viewed before applying. The next viewing appointment is on 4th June 2020 at 15:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
28,S10 WE03 Möblierte 3-Schlafzimmer-Wohnung in Friedrichshain,https://img.wg-gesucht.de/media/up/2020/21/6e985ca9f52999f08a20f5532c845e66317e73584cd4cc5cd114cff2eaf6e2d5_2020.003___01_Bedroom_1.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Friedrichshain.8010285.html,96.0,1550.0,3.0,1550.0,0.0,0.0,3100.0,"Seumestr. 10, 10245 Berlin Friedrichshain",09.06.2020,,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Verbrauchsausweis, V: 173kW h/(m&sup2a), Gas, Baujahr 1913', 'WG geeignet', 'sanierter Altbau', '1. OG', 'möbliert', 'Eigene Küche', 'Eigenes Bad, Badewanne', 'Dielen, Fliesen', 'Zentralheizung', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Balkon']","Die Wohnung liegt in der 1. Etage des Vorderhauses. Sie verfügt über 3 Schlafzimmer, jeweils mit 160cm Bett, Kleiderschrank und Schreibtisch möbliert. Eines der Schlafzimmer verfügt über einen Balkon. Die Küche hat Einbauschränke und einen Essbereich. Es gibt ein Tageslichtbad mit Wanne und Waschmaschine. Sowie einen Flur mit zusätzlichem Stauraum. Die Wohnung hat hohe Decken und einen schönen Dielenfußboden. Sie ist gut für eine 3er WG geeignet. 
 
This apartment is situated on the 1st floor in the front building. It has 3 bedrooms, each furnished with a queen-size bed, a wardrobe and a desk. One of the bedrooms also featueres a balcony. The kitchen has built-in cupboards and a dining area. There is a daylight bathroom with tub and washing machine. As well as a hallway with additional storage space. The apartment has high ceilings and beautiful original hardwood floors. It is ideal for 3 friends sharing.","Die Wohnung befindet sich in einem wunderschönen Altbau in zentraler Lage in Friedrichshain. In der Straße gibt es einen kleinen Bio-Supermarkt. Geschäfte und Restaurants sind fußläufig erreichbar, z.B. in der Gegend um den Boxhagener Platz. Ebenso die öffentlichen Verkehrsmittel (U-Bahn Linie 5 und Straßenbahn Linien 21 und M13). 
 
The property is situated in a beautiful Altbau building, very central in Friedrichshain neighborhood. There is a small organic grocery store in the street. Shops and restaurants are within walking distance, e.g. in the ares of Boxhagener Platz. Close vicinity to public transport (subway train line 5 and tram lines 21 and M13).","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/S2AyV5Qv_BI 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 06.06.2020 um 15:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/S2AyV5Qv_BI 
 
The apartment must be viewed before applying. The next viewing appointment is on 6th June 2020 at 15:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
29,Family friendly new apartment,https://img.wg-gesucht.de/media/up/2017/12/358965f560433030_apartment_2_1.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Mitte.6043303.html,53.0,1500.0,3.0,1500.0,0.0,n.a.,2000.0,"Bernauer Str. 40, 10435 Berlin Mitte",01.07.2020,31.01.2021,2 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Baujahr 2016', 'WG geeignet', 'Neubau', '2. OG', 'möbliert', 'Badewanne', 'Parkett, Fußbodenheizung', '1 Minute zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Fahrradkeller, Aufzug']","ENGLISH AFTER DEUTSCH 
 
Brandneue, komplett eingerichtete und zentral gelegene Wohnung!   
Die Wohnung ist neu (in 2016 fertig gebaut), schön, hell und sehr zentral gelegen - zwischen Mitte und Prenzlauerberg. 
Sie ist voll möbliert und ausgestattet und enthält  alles was man für einen Neuanfang in Deutschland braucht (Spülmaschine, Waschmaschine, TV, High Speed Internet, Fön, Bügeleisen, Bettwäsche und Handtücher ebenfalls verfügbar). 
Die Wohnung hat  2 Schlafzimmer. In dem größeren Zimmer gibt es  ein Doppelbett (160x200), in dem  kleineren  Zimmer ein Singlebett, welches sich zu zwei Einzelbetten umbauen lässt. 
Die  moderne offene Küche ist an das Wohnzimmer und den Essbereich angeschlossen und das Badezimmer ist groß und gemütlich und hat eine Badewanne. 
 
New beautiful and bright apartment. Fully furnished and has everything you need for your new beginning in germany, centrally located between Mitte and Prenzlauerberg. 
2 bedrooms, the big one with a double bed (160x200), the small room has a single 
bed that can open to two single beds. 
A modern kitchen share an open space with the living room and the dining area . Large bathroom with bathtub. 
The apartmentis fully furnished and equiped!!! 
dishwasher, washing machine, TV, high speed internet, hair dryer, iron (including bed linens and towels).","Die Wohnung befindet sich zwischen den Berliner Bezirken Mitte und Prenzlauerberg. Sie ist zwei Minuten zu Fuß vom Mauerpark und auch vom Arkonaplatz entfernt. Die Gegend ist familienfreundlich und es gibt  viele Cafés, Restaurants und Geschäfte in der Nähe  – Alles  ist zu Fuß erreichbar. 
Die U8 Bernauer Straße ist 4 Minuten entfernt, die Tram M10 sogar nur 1 Minute. 
 
Located in between Mitte and Prenzlauerberg. Two minutes walk to Mauerpark or to Arkonaplatz. The area is family friendly with many cafes, restaurants and shops within walking distance. 
U8 Bernauer Strasse is 4 minutes away, tram M10 is 1 minute a way.","Die monatliche Miete beträgt 1500 € (alle inkl.) Termine sind etwas flexibel. 
Ich freue mich darauf, von Ihnen zu hören und gerne weitere Informationen zu erhalten. 
 
The monthly rent is 1500 € (all incl.) Dates are slightly flexible. 
(minimum stay is 3 month maximum one year) 
I'm looking forward to hear from you and happy to provide more information.",
30,4-Raum Wohnung am Volkspark Friedrichshain sucht Nachmieter!,https://img.wg-gesucht.de/,https://www.wg-gesucht.de/wohnungen-in-Berlin-Prenzlauer-Berg.8041344.html,85.0,2050.0,4.0,1800.0,250.0,0.0,5400.0,"Käte-Niederkirchner Straße 1, 10407 Berlin Prenzlauer Berg",01.07.2020,,3 Stunden,"['WG geeignet', 'sanierter Altbau', 'Dachgeschoss', 'Eigene Küche', 'Badewanne, Dusche, Gäste WC', 'Zentralheizung', 'Bewohnerparken', '1 Minute zu Fuß entfernt', 'Spülmaschine, Terrasse, Keller, Aufzug, Haustiere erlaubt']","Die Wohnung befindet sich im Dachgeschoss und ist komplett renoviert worden. 
Es gibt 4 Klimaanlage und Fußbodenheizung. Dazu eine wunderschöne Dachterasse mit Südseite. 
 
Die Wohnung verfügt über 2 Bäder (1 x Dusche / 1 x Badewanne) und Einbauküche, inkl. Geschirrspühler und Kühlschrank. 
Über die Wohnzimmer / Wohnküche kommt man auf die Terasse und jedes Zimmer ist einzeln begehbar. 
 
Wir (3 Personen) haben die Wohnung ab 01.07. angemietet, jedoch eine andere Wohnung angeboten bekommen, die wir lieber nehmen würden. Grund ist die Lage weiter östlich. Leider kommen wir nicht so einfach aus dem Mietvertrag raus und wollen die Wohnung deswegen bis zur Kündigungsfrist untervermieten, bzw. dafür sorgen das sie direkt weitervermietet wird. 
 
Fotos machen wir noch, sobald wir in die Wohnung rein kommen.","Die Wohnung befindet sich direkt am Volkspark Friedrichshain und bietet alles was das Herz begehrt. 
Leckere Restaurants, viele Einkaufsmöglichkeiten, direkten ÖPNV Verbindungen und viel Grün im Park. 
 
Prenzlauer Berg und Friedrichshain sprechen als Bezirke sowieso für sich und die Lage könnte nicht zentraler und am Puls der Zeit sein.",,0.0
